Date,Link,Message
2026-03-06 17:01:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7430681654991613953,Hello from Dallas! JSC 5401
2026-03-06 15:36:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7425566304360755200,Done. Now leave me alone too. 🙃
2026-03-06 15:33:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7432048868013322242,"The cruel part is that the more you've done for clients, the higher your own bar gets. You've seen what great positioning looks like, so nothing you write about yourself ever feels like it clears it. I help people with this exact problem and still took six months to write my own about page."
2026-03-06 15:30:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434614321541939200,"The part nobody talks about: the humans who get through the AI screener still have to prove in the interview that their writing isn't AI-assisted. So the bar is now: sound human enough for the bot to let you through, then prove to a person you actually are human. Oh, and don't forget to mention in the interview how you will be using AI tools to help you in your role. 🤦‍♀️"
2026-03-06 15:25:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435422921679863808,"In today's fast-paced environment, this post really resonates. 😂"
2026-03-06 15:19:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435368616788746240,Hi Alyshia Hull! 👋
2026-03-06 15:18:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435189416777768960,"This is exactly right. \"Sounds like AI\" is just a diagnosis pretending to be feedback. The underlying problem is almost always one of three things: no point of view, no tension, or no specificity. Writers can fix any of those. They can't fix a vibe."
2026-03-06 14:34:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Claire Saccoccini Thank you! 🩷
2026-03-05 18:00:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434937887042846720,My favorite part of these “AI employees” pitches is when the example content gets zero engagement. You automated the writing… but not the thinking. Turns out the thinking was the valuable part all along. 🤔 🤓
2026-03-05 17:53:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435336758747340800,"Whew, I have seen this too many times. My favorite is when you've written something with a POV and then after 17 rounds of approval, you hand it in as the beige it's become and your boss says... can we make this punchier? I die."
2026-03-05 17:44:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434963811691933696,Daniel Bustamante 🥷🏻 Thank you!
2026-03-04 20:49:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Amanda Boatright Thank you so much! Your support means the world!
2026-03-04 20:38:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Rob Davidson Schmoozing is such a valuable transferrable skill! I hope it's on your resume. 😂
2026-03-04 20:37:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7435051050182541312,"Yes, please!"
2026-03-04 19:18:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434963811691933696,"playbook"
2026-03-04 18:00:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434621202255572992,100%
2026-03-04 16:59:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434621202255572992,Well said! The prosody point is underrated. I'd add that AI also often flattens emotional register. Everything lands at the same intensity. Real writing has dynamics. Some sentences are meant to be quiet... just like in music.
2026-03-04 16:51:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Rob Davidson Yes! 'Shippable output' from a musician is such a perfect way to put it. Deadlines don't care what industry you're in. What was the moment you realized those skills were going to follow you into the rest of your career?
2026-03-03 19:24:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434236470242119680,"This is devastatingly true. I think a few others said this already but I, too, am in mourning for the em dash."
2026-03-03 18:53:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434643762309574657,Mike Luongo Thank you! Appreciate all your support!
2026-03-02 21:52:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434160626223972353,"I’m looking for the 🤦‍♀️ reaction button on this one. This is the kind of advice that sounds simple and helpful, until you’re actually living it. Nuance and complexity are seriously underrated."
2026-03-02 21:45:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7433447661514661888,"Yes! This! AI is incredible at structure and momentum. What it can’t do is supply friction, that is, the contradictions, the lived nuance, the edges that make something feel human. If everything sounds the same, it’s not because people used AI. It’s because they didn’t bring anything distinct to it."
2026-03-02 21:42:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434252578776887296,"This is the third “LinkedIn is a TED Talk” post I’ve seen today! The cadence isn’t bad. It’s just everywhere. Since AI has now flattened everyone into the same dramatic monologue voice, it stops feeling like insight and starts feeling like a template. Shame. Christopher Walken would at least commit to the bit."
2026-03-02 21:36:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7433224923671638016,"Agree. There are recurring mistakes, but there’s no singular reason founders fail. Building something from zero is messy, contextual, and deeply personal. Reducing it to one missing tactic might convert better, but it doesn’t reflect reality. The best work usually happens in the nuance."
2026-03-02 21:28:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434162705965613056,Always be hustlin'...
2026-03-02 21:20:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7434314287889735680,This list is awesome! Thanks for sharing and taking the time to post these. I really appreciate it.
2026-02-27 15:34:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7431646525925003264,The boring stuff is often the best stuff. Perseverance for the win.
2026-02-27 15:32:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7433158486387191828,So inspired by you. Excited to get Scroll Sick in my inbox!
2026-02-25 18:18:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7418053525248569344,"Hi Angela Kilduff! I just applied for the Staff Content Designer role on the Dashboard team and then came across your post. I’d love to connect and hear about your experience at Stripe, if you’re open to it. Appreciate you sharing these roles!"
2026-02-25 17:42:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7430591731806679041,"Oh man, I don't think my mind could handle it! 🤯"
2026-02-25 16:20:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7430591731806679041,These comments are insane. I am so overwhelmed for each and every one of you... and I feel completely inadequate with my measly 14 tabs. 😂
2026-02-25 16:08:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7432426680855588864,"Nicholas Mlakar This is what I have noticed as well. That is, repurposing winning posts from others' accounts as original posts on a company page does seem to do the best. Your overall approach is fantastic, thanks for sharing! I am curious about the team highlights. Are there specific kinds of highlights that work best? Or is the magic that it's about a real human rather than a generic company update?"
2026-02-24 22:04:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7432076912497238017,David Broderick You are a gem of a human! Love the TOFU community so much. Let's get these incredible people hired!! 👆
2026-02-24 21:19:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7430306763662405632,"Andrea Nguyen thank you for the tag! 🩷

Just applied, Cristin Ford. The way you framed this, meeting users with clarity and trust across multi-step flows, is exactly what drew me in. I've done a lot of work making complex, data-driven outputs feel credible without overwhelming users (including building AI-assisted content systems), and I'd love to bring that to Fabric. Would love to connect if you're open to it!"
2026-02-20 18:00:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,Thank you so much!!!!!!
2026-02-20 18:00:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,Where do we send it?!
2026-02-20 17:59:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,Yes!!!!
2026-02-20 17:53:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,"So helpful, thanks for sharing these golden nuggets of wisdom!!!"
2026-02-20 17:29:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7430366070751797248,Clarity beats cleverness every single time.
2026-02-20 17:24:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,Vibes!!
2026-02-20 17:24:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,How do you find relevant recruiters to reach out to in your industry?
2026-02-20 17:21:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,Yes! Positive self talk is real!!
2026-02-20 17:02:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7425661924253720576,"Dallas, TX - JSC 4501!!"
2026-02-18 19:40:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7429594645090824192,"Just submitted my application Marnie Conway! I've spent the last several years building content ecosystems for digital platforms and have done health communications work with MaineHealth, so the intersection of credible medical content and real-world accessibility is exactly the kind of editorial challenge I look for. Would love to connect and chat!"
2026-02-18 15:20:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7429504637830868992,Mike Luongo 👆
2026-02-14 19:47:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7428004896601411584,"Wow, this is really a fantastic set of use cases. Thanks for sharing, this is giving me a lot of ideas!"
2026-02-13 20:43:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7428146547332112385,"This. This. This. Quality beats quantity every single time... that is, as you say Noah Greenberg, if your priority is building a brand and establishing authority and trust."
2026-02-13 20:24:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7428155330452172800,"\"Brick to forehead.\" A friend's phrase for explaining things in the most obvious way possible. I think about it every time I write.
Same energy as \"if your mom can't explain it...\""
2026-02-13 20:20:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7428004896601411584,"100% agree with all of this, and am especially intrigued by your point about content collaboration with customers. How are you incorporating this into your content right now?"
2026-02-05 21:53:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7424500429851373569,Wow. An incredible list of resources. Thank you for sharing and supporting the freelance community. So helpful!
2026-01-30 22:35:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7415014168870817792,Yes! This! I always say that my AI is different than your AI... and you've just articulated why so clearly.
2025-11-20 21:40:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7393981376791732224,Can I choose all of these?!
2025-03-18 18:21:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7307392728256983041,I really needed to read this today. Thank you.
2025-02-20 23:37:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7295867656534978560,LinkedIn
2024-06-21 23:55:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7209087892281827330,Bosky Mukherjee I'd love to get access to the link to learn more!
2023-07-18 22:13:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7085302957390319616,Go Maeve go!!! 🎉🎉🎉
2021-01-26 00:13:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6759624106565529600,"Thanks, Stephen! Your support is greatly appreciated. :)"
2020-06-25 18:55:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6681917996685901824,Congrats!! Happy for you!
2019-08-09 21:44:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6565379138746671106,👍
2019-06-07 23:16:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6542806674279849984,👍
2014-07-21 14:20:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5895560897690112000,"Nice photo, duder. ;)"
2014-04-04 20:40:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5856566718305939456,"Eden, are you in the Bay Area?!"
2014-04-04 20:39:39,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A43206448-5856694962883698690,"Eden, are you in the Bay Area?!"
2012-11-09 18:58:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A5669544391828586496,"Thanks, Samira. Actually, I moved to Washington DC."
2012-11-09 18:58:36,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A43206448-183481085,"Thanks, Samira. Actually, I moved to Washington DC."
